OLD Block Name,Combined Shape Name,Converted On,Status,NOTES
woodFrameQuarterSCtr,frameShapes:quarterCenteredWall,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodFrameQuarterTeeSCtr,frameShapes:quarterTeeCentered,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodFrameRamp,frameShapes:rampFrame,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodFrameStairs25CornerCNR,frameShapes:stairsFilledCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodFrameStairs50,frameShapes:stairsFilledQuarterVerticalUV,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodFrameWedge,frameShapes:wedge60,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodFrameWedgeCNRInsideBottom,frameShapes:wedge60InsideCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodFrameWedgeCNRInsideSteepBase,frameShapes:wedgeInsideCornerTop,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodFrameWedgeCNRInsideSteepTop,frameShapes:wedgeInsideCornerBase,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodFrameWedgeCNRInsideTop,frameShapes:wedge60InsideCorner2,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodFrameWedgeCNRSteepBase,frameShapes:wedge60TipCornerBase,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodFrameWedgeCNRSteepTop,frameShapes:wedge60TipCornerTop,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodFrameWedgeIncline,frameShapes:wedge60Incline,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodFrameWedgeStairs,frameShapes:wedgeStairs,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodFrameWedgeTipCNRFullBottom,frameShapes:wedge60TipCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodFrameWedgeTipCNRFullTop,frameShapes:wedge60Corner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodFrameWedgeTipStairs,frameShapes:wedgeTipStairs,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodHalfBlockChairRail4,woodShapes:halfChairRail4Sided,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodHalfBlockCornerBaseboard1,woodShapes:halfCornerBaseboard,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodHalfBlockCornerChairRail1,woodShapes:halfCornerChairRail,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodHalfBlockCornerChairRail4,woodShapes:halfCornerChairRail4Sided,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodHalfQuarterPost,woodShapes:halfQuarterPost,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodPillar1006Way,woodShapes:pillar1006Way,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodPillar100Support,woodShapes:poleSupport1m,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodPlateDiagonalFillerWallLeft,woodShapes:plateDiagonalFillerWallLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodPlateDiagonalFillerWallRight,woodShapes:plateDiagonalFillerWallRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodPlateWedgeFillerWallLeft,woodShapes:plateWedge60FillerWallLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodPlateWedgeFillerWallRight,woodShapes:plateWedge60FillerWallRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodPlateWedgeTipWallLeft,woodShapes:plateWedge60TipWallLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodPlateWedgeTipWallRight,woodShapes:plateWedge60TipWallRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodStairsHollowRailingRight,woodShapes:stairsHollowRailingRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodWedgeSteepTipLeftIntersection,woodShapes:wedgeSteepTipLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodWedgeSteepTipRightIntersection,woodShapes:wedgeSteepTipRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodWedgeSteepWedgeLeftIntersection,woodShapes:wedgeSteepWedgeLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodWedgeSteepWedgeRightIntersection,woodShapes:wedgeSteepWedgeRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodWedgeTipSteepTipLeftIntersection,woodShapes:wedgeTipSteepTipLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodWedgeTipSteepTipRightIntersection,woodShapes:wedgeTipSteepTipRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodWedgeTipSteepWedgeLeftIntersection,woodShapes:wedgeTipSteepWedgeLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodWedgeTipSteepWedgeRightIntersection,woodShapes:wedgeTipSteepWedgeRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodWindowArch3MCTR,woodShapes:arch3mCenterWindow,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
woodWindowArch3MTip,woodShapes:arch3mWindowTip,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronFrameWedgeTipCNRFullTop,corrugatedMetalShapes:wedge60Corner,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameWedgeTipStairs,corrugatedMetalShapes:wedgeTipStairs,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameWedgeTipCNRFullBottom,corrugatedMetalShapes:wedge60TipCorner,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameWedgeStairs,corrugatedMetalShapes:wedgeStairs,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameWedgeCNRInsideBottom,corrugatedMetalShapes:wedge60InsideCorner,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameWedgeCNRInsideTop,corrugatedMetalShapes:wedge60InsideCorner2,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameCNRRampFiller,corrugatedMetalShapes:rampCornerFiller,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameStairs25CornerCNR,corrugatedMetalShapes:stairsFilledCorner,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameGableInvertedSteep,corrugatedMetalShapes:gableInvertedSteep,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameWedgeCNRInsideSteepTop,corrugatedMetalShapes:wedgeInsideCornerBase,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameArch,corrugatedMetalShapes:arch,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameQuarterCNR,corrugatedMetalShapes:quarterInsideCorner,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameWedgeTip,corrugatedMetalShapes:wedge60Tip,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameHalf,corrugatedMetalShapes:cubeHalf,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameWedgeCNRSteepTop,corrugatedMetalShapes:wedge60TipCornerTop,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameQuarterTeeSCtr,corrugatedMetalShapes:quarterTeeCentered,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameWedgeCNRSteepBase,corrugatedMetalShapes:wedge60TipCornerBase,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFramePillar100Cap,corrugatedMetalShapes:pillar100Cap,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameQuarterSCtr,corrugatedMetalShapes:quarterCenteredWall,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameWedgeCNRInsideSteepBase,corrugatedMetalShapes:wedgeInsideCornerTop,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameGableQuarter,corrugatedMetalShapes:wedgeTipQuarter,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameGableInvertedQuarter,corrugatedMetalShapes:gableInvertedQuarter,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameGableInvertedHalf,corrugatedMetalShapes:gableInvertedHalf,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameQuarterCNR3Way,corrugatedMetalShapes:quarterInsideCorner3way,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFramePlateOffset,corrugatedMetalShapes:3mTubeCenterStraight,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameWedge,corrugatedMetalShapes:wedge60,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameBlock,corrugatedMetalShapes:cube,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameCNRInside,corrugatedMetalShapes:rampInsideCornerFull,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameCNRFull,corrugatedMetalShapes:rampOutsideCornerFull,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronFrameRamp,corrugatedMetalShapes:ramp,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronPillar25,corrugatedMetalShapes:pillar25,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronPillar25x25x25Tee,corrugatedMetalShapes:pillar25x25x25Tee,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
scrapIronPillar50x25x50Tee,corrugatedMetalShapes:pillar50x25x50Tee,Alpha.20.0.181,Replaced,Additional Cleanup for Conversion
shootingTarget,shootingRangeTarget,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
cntDisplayCaseMiddle,cntDisplayCaseEmptyMiddle,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
cntDisplayCaseMiddleBroken,cntDisplayCaseEmptyMiddleBroken,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
cntDisplayCaseLeft,cntDisplayCaseEmptyLeft,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
cntDisplayCaseLeftBroken,cntDisplayCaseEmptyLeftBroken,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
cntDisplayCaseRight,cntDisplayCaseEmptyRight,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
cntDisplayCaseRightBroken,cntDisplayCaseEmptyRightBroken,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
counterSinkCommercial,wallMountSinkCommercial,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
sandbagCap01,sandbagEnd00,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
cntFreezerStoreEmptyBroken,cntFreezerGroceriesMiddleEmptyClosedBroken,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
cntFreezerStoreFullBroken,cntFreezerGroceriesMiddleFullClosedBroken,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
cntFreezerStoreOpenBroken,cntFreezerGroceriesMiddleEmptyOpenBroken,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
cntFreezerStoreCap1Broken,cntFreezerGroceriesRightEmptyClosedBroken,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
cntFreezerStoreCap2Broken,cntFreezerGroceriesLeftEmptyClosedBroken,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
cntFreezerStoreEmpty,cntFreezerGroceriesMiddleEmptyClosed,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
cntFreezerStoreFull,cntFreezerGroceriesMiddleFullClosed,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
cntFreezerStoreOpen,cntFreezerGroceriesMiddleEmptyOpen,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
cntFreezerStoreCap1,cntFreezerGroceriesRightEmptyClosedBroken,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
cntFreezerStoreCap2,cntFreezerGroceriesLeftEmptyClosed,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
bathroomSignUnisexWallmount,signBathroomSignUnisexWallMount,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
bathroomSignUnisexCeilinglmount,signBathroomSignUnisexCeilingMount,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
bathroomSignWomenWallmount,signBathroomSignWomenWallMount,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
bathroomSignWomenCeilinglmount,signBathroomSignWomenCeilingMount,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
bathroomSignMenWallmount,signBathroomSignWomenCeilingMount,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
bathroomSignMenCeilinglmount,signBathroomSignMenCeilingMount,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
bed01,bunkBedRandomHelper,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
bed01Frame,bunkBedFrame,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
mattress,mattressCurled,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
mattressFlat,mattressFlatThin,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
storeShelving01,cntStoreShelfSingleBottomEmpty,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
storeShelving01Double,cntStoreShelfDoubleBottomEmpty,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
storeShelving01Top,cntStoreShelfSingleTopEmpty,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
storeShelving01TopDouble,cntStoreShelfDoubleTopEmpty,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
window03,window03Broke4,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
adobeWhiteWindowArch3MCNR,brickShapes:arch3mWindowCorner,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
adobeWhiteWindowArch3MCTR,brickShapes:arch3mCenterWindow,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
adobeWhiteWindowArch3MTip,brickShapes:arch3mWindowTip,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
cntPillCase,cntStoreShelfSingleBottomPharmaRandomLootHelper,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
metalTrussing3D,corrugatedMetalShapes:metalTruss3D,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
cntWashingMachine,cntWasherRandomLootHelper,Alpha.20.0.181,Replaced,Deprecated block that will be replaced during conversion
cntMedicalPileSmall,cntChemPileSmall,Alpha.20.0.191,Replaced,Deprecated block that will be replaced during conversion
cntMedicalPileMedium,cntChemPileMedium,Alpha.20.0.191,Replaced,Deprecated block that will be replaced during conversion
cntMedicalPileLarge,cntChemPileLarge,Alpha.20.0.191,Replaced,Deprecated block that will be replaced during conversion
cntWorkstationsRandomLootHelper,cntWorkstationsBustedRandomLootHelper,Alpha.20.0.194,Replaced,Deprecated block that will be replaced during conversion
cntMunitionsBox,cntMunitionsBoxArmy,Alpha.20.0.225,Replaced,Deprecated block that will be replaced during conversion
cntChest01,cntWoodenChestClosed,Alpha.21.0.50,Replaced,New art
cntChest02,cntWoodenChestRottenClosed,Alpha.21.0.51,Replaced,New art
cntMountainManStorageChest,cntWoodenChestRottenClosed,Alpha.21.0.52,Replaced,New art
cntApacheArtifactChest,cntWoodenChestRottenClosed,Alpha.21.0.53,Replaced,New art
windowStoreOneSidedBulletproof,bulletproofShapes:windowStoreOneSidedBulletproofFull,Alpha.21.0.72,Replaced,New art
windowStoreTwoSidedBulletproof,bulletproofShapes:windowStoreTwoSidedBulletproofFull,Alpha.21.0.72,Replaced,New art
windowStoreThreeSidedBulletproof,bulletproofShapes:windowStoreThreeSidedBulletproofFull,Alpha.21.0.72,Replaced,New art
windowStoreFourSidedBulletproof,bulletproofShapes:windowStoreFourSidedBulletproofFull,Alpha.21.0.72,Replaced,New art
windowStoreCornerBulletproof,bulletproofShapes:windowStoreCornerBulletproofFull,Alpha.21.0.72,Replaced,New art
windowStoreOneSidedFull,corrugatedMetalShapes:windowStoreOneSidedFull,Alpha.21.0.72,Replaced,New art
windowStoreTwoSidedFull,corrugatedMetalShapes:windowStoreTwoSidedFull,Alpha.21.0.72,Replaced,New art
windowStoreThreeSidedFull,corrugatedMetalShapes:windowStoreThreeSidedFull,Alpha.21.0.72,Replaced,New art
windowStoreFourSidedFull,corrugatedMetalShapes:windowStoreFourSidedFull,Alpha.21.0.72,Replaced,New art
windowStoreCornerFull,corrugatedMetalShapes:windowStoreCornerFull,Alpha.21.0.72,Replaced,New art
windowStoreOneSided,corrugatedMetalShapes:windowStoreOneSidedBroken,Alpha.21.0.72,Replaced,New art
windowStoreTwoSided,corrugatedMetalShapes:windowStoreTwoSidedBroken,Alpha.21.0.72,Replaced,New art
windowStoreThreeSided,corrugatedMetalShapes:windowStoreThreeSidedBroken,Alpha.21.0.72,Replaced,New art
windowStoreFourSided,corrugatedMetalShapes:windowStoreFourSidedBroken,Alpha.21.0.72,Replaced,New art
windowStoreTwoSidedCorner,corrugatedMetalShapes:windowStoreCornerBroken,Alpha.21.0.72,Replaced,New art
windowStoreOneSidedEmpty,corrugatedMetalShapes:windowStoreOneSidedEmpty,Alpha.21.0.72,Replaced,New art
windowStoreTwoSidedEmpty,corrugatedMetalShapes:windowStoreTwoSidedEmpty,Alpha.21.0.72,Replaced,New art
windowStoreThreeSidedEmpty,corrugatedMetalShapes:windowStoreThreeSidedEmpty,Alpha.21.0.72,Replaced,New art
windowStoreFourSidedEmpty,corrugatedMetalShapes:windowStoreFourSidedEmpty,Alpha.21.0.72,Replaced,New art
windowStoreTwoSidedCornerEmpty,corrugatedMetalShapes:windowStoreCornerEmpty,Alpha.21.0.72,Replaced,New art
windowStorePane,corrugatedMetalShapes:windowStorePaneFull,Alpha.21.0.72,Replaced,New art
windowStorePaneBulletproof,bulletproofShapes:windowStorePaneBulletproofFull,Alpha.21.0.72,Replaced,New art
vaultDoor03_Powered,vaultDoor01,Alpha.21.0.84,Replaced,New art
vaultDoor02,vaultDoor01,Alpha.21.0.84,Replaced,New art
vaultDoor03,vaultDoor01,Alpha.21.0.84,Replaced,New art
vaultHatch_v1,vaultHatch01,Alpha.21.0.84,Replaced,New art
vaultHatch_v2,vaultHatch01,Alpha.21.0.84,Replaced,New art
vaultHatch_v3,vaultHatch01,Alpha.21.0.84,Replaced,New art
vaultHatch_v3_Powered,vaultHatch01,Alpha.21.0.84,Replaced,New art
cntBin,cntBinTrashMetalWhiteRandomLootHelper,Alpha.21.0.91,Replaced,New art
scrapHatch_v1,ironHatchGrey,Alpha.21.0.102,Replaced,New art
scrapHatch_v2,ironHatchGrey,Alpha.21.0.102,Replaced,New art
scrapHatch_v3,ironHatchGrey,Alpha.21.0.102,Replaced,New art
cntLaundryBasketVer1Empty,cntbasketLaundryEmptyWhite,Alpha.21.0.110,Replaced,New art
cntLaundryBasketVer2Full,cntbasketLaundryFullWhite,Alpha.21.0.110,Replaced,New art
cntLaundryBasketRandomLootHelper,cntbasketLaundryWhiteRandomLootHelper,Alpha.21.0.110,Replaced,New art
cntToolBoxOpen,cntToolBoxOpenRed,Alpha.21.0.110,Replaced,Setup Color Variants
cntToolBoxClosed,cntToolBoxClosedRed,Alpha.21.0.110,Replaced,Setup Color Variants
cntToolBoxRandomLootHelper,cntToolBoxRandomLootHelperRed,Alpha.21.0.110,Replaced,Setup Color Variants
cntToolBoxOffsetOpen,cntToolBoxOffsetOpenRed,Alpha.21.0.110,Replaced,Setup Color Variants
cntToolBoxOffsetClosed,cntToolBoxOffsetClosedRed,Alpha.21.0.110,Replaced,Setup Color Variants
cntToolBoxOffsetRandomLootHelper,cntToolBoxOffsetRandomLootHelperRed,Alpha.21.0.110,Replaced,Setup Color Variants
cntRollingToolBoxOpen,cntRollingToolBoxOpenRed,Alpha.21.0.110,Replaced,Setup Color Variants
cntRollingToolBoxClosed,cntRollingToolBoxClosedRed,Alpha.21.0.110,Replaced,Setup Color Variants
cntRollingToolBoxRandomLootHelper,cntRollingToolBoxRandomLootHelperRed,Alpha.21.0.110,Replaced,Setup Color Variants
roadRailing,guardRailStraight,Alpha.21.0.111,Replaced,New art
roadRailingPole,guardRailPole,Alpha.21.0.111,Replaced,New art
roadRailingEnd,guardRailBarrierFlipped,Alpha.21.0.111,Replaced,New art
roadRailingEnd2,guardRailBarrier,Alpha.21.0.111,Replaced,New art
secureDoorWooden,oldWoodDoor,Alpha.21.0.114,Replaced,New art
secureReinforcedDoorWooden,oldWoodDoor,Alpha.21.0.114,Replaced,New art
metalReinforcedDoorWooden,oldWoodDoor,Alpha.21.0.114,Replaced,New art
ironDoor1_v1,ironDoorGrey,Alpha.21.0.114,Replaced,New art
ironDoor1_v2,ironDoorGrey,Alpha.21.0.114,Replaced,New art
ironDoor1_v3,ironDoorGrey,Alpha.21.0.114,Replaced,New art
cntWallSafeBrewery,cntWallSafe,Alpha.21.0.117,Removed,-
cntWallSafeBreweryInsecure,cntWallSafeInsecure,Alpha.21.0.117,Removed,-
terrOreSilver,terrGravel,Alpha.21.0.117,Replaced,Deprecated block that will be replaced during conversion
terrOreGold,terrGravel,Alpha.21.0.117,Replaced,Deprecated block that will be replaced during conversion
terrOreDiamond,terrGravel,Alpha.21.0.117,Replaced,Deprecated block that will be replaced during conversion
terrBurntForestFromDirt,terrainFiller,Alpha.21.0.117,Replaced,Deprecated block that will be replaced during conversion
terrBurntForestWGrass1,terrainFiller,Alpha.21.0.117,Replaced,Deprecated block that will be replaced during conversion
terrBurntForestWGrass2,terrainFiller,Alpha.21.0.117,Replaced,Deprecated block that will be replaced during conversion
terrStoneRandomLootHelper,terrainFiller,Alpha.21.0.117,Replaced,Deprecated block that will be replaced during conversion
terrFertileGrass,terrainFiller,Alpha.21.0.117,Replaced,Deprecated block that will be replaced during conversion
terrForestWGrass1,terrainFiller,Alpha.21.0.117,Replaced,Deprecated block that will be replaced during conversion
terrForestWGrass2,terrainFiller,Alpha.21.0.117,Replaced,Deprecated block that will be replaced during conversion
terrFertileDirt,terrainFiller,Alpha.21.0.117,Replaced,Deprecated block that will be replaced during conversion
terrForestFromDirt,terrainFiller,Alpha.21.0.117,Replaced,Deprecated block that will be replaced during conversion
terrStoneUnstable,terrainFiller,Alpha.21.0.117,Replaced,Deprecated block that will be replaced during conversion
terrSandStoneUnstable,terrainFiller,Alpha.21.0.117,Replaced,Deprecated block that will be replaced during conversion
terrSnowyStone,terrSnow,Alpha.21.0.117,Replaced,Deprecated block that will be replaced during conversion
terrIce,terrSnow,Alpha.21.0.117,Replaced,Deprecated block that will be replaced during conversion
morticianDrawer,cntMorticianDrawerEmpty,Alpha.21.0.118,Replaced,New art
cntMorticianDrawer,cntMorticianDrawerFull,Alpha.21.0.117,Replaced,New art
furnaceDrawer,corrugatedMetalShapes:morticianDrawer,Alpha.21.0.118,Replaced,New art
cntFurnaceDrawer,corrugatedMetalShapes:morticianDrawer,Alpha.21.0.117,Replaced,New art
greenDrawer,corrugatedMetalShapes:morticianDrawer,Alpha.21.0.118,Replaced,New art
cntGreenDrawer,corrugatedMetalShapes:morticianDrawer,Alpha.21.0.117,Replaced,New art
cntGreenDrawerInsecure,cntSteelWallCabinetInsecure,Alpha.21.0.118,Replaced,New art
cntGreenDrawerSecure,cntSteelWallCabinetSecure,Alpha.21.0.117,Replaced,New art
cntWoodDesk01RandomLootHelper,cntDeskWoodRandomLootHelper,Alpha.21.0.120,Replaced,New art
cntWoodDesk01Open,cntDeskWoodEmpty,Alpha.21.0.120,Replaced,New art
cntWoodDesk01Closed,cntDeskWoodFull,Alpha.21.0.120,Replaced,New art
cntWoodDesk01Closed_Player,cntDeskWoodFull,Alpha.21.0.121,Replaced,New art
palletWhiteBagsBase,palletBagConcreteBaseFull,Alpha.21.0.121,Replaced,New art
palletWhiteBagsTile,palletBagConcreteTile,Alpha.21.0.121,Replaced,New art
palletWhiteBagsTop,palletBagConcreteCapMed,Alpha.21.0.121,Replaced,New art
palletWhiteBagsPartial1,palletBagConcreteBaseMed,Alpha.21.0.121,Replaced,New art
palletWhiteBagsPartial2,palletBagConcreteBaseSml,Alpha.21.0.121,Replaced,New art
palletWhiteBagsLoose,palletBagConcreteCapSml,Alpha.21.0.121,Replaced,New art
ductSoft,ductStraightCentered,Alpha.21.0.210,Replaced,New art
ductSoftCorner,ductCornerUp,Alpha.21.0.210,Replaced,New art
ductControlPanel,ductStraightSideCentered,Alpha.21.0.210,Replaced,New art
ductControlPanelCorner,ductCornerSideCentered,Alpha.21.0.210,Replaced,New art
ductSoftCorner2,ductCornerDown,Alpha.21.0.210,Replaced,New art
windowPlug04CTRPlate,corrugatedMetalShapes:plateCentered,Alpha.21.0.210,Replaced,Deprecated block that will be replaced during conversion
solidWoodFrameArch,woodShapes:arch,Alpha.21.0.255,Replaced,Block Atlas clean up and removal
solidWoodFrameBlock,woodShapes:cubeFrame,Alpha.21.0.255,Replaced,Block Atlas clean up and removal
solidWoodFrameCNRFull,woodShapes:rampOutsideCornerFull,Alpha.21.0.255,Replaced,Block Atlas clean up and removal
solidWoodFrameCNRInside,woodShapes:rampInsideCornerFull,Alpha.21.0.255,Replaced,Block Atlas clean up and removal
solidWoodFrameCNRRampFiller,woodShapes:rampCornerFiller,Alpha.21.0.255,Replaced,Block Atlas clean up and removal
solidWoodFrameGableInvertedHalf,woodShapes:gableInvertedHalf,Alpha.21.0.255,Replaced,Block Atlas clean up and removal
solidWoodFrameGableInvertedQuarter,woodShapes:gableInvertedQuarter,Alpha.21.0.255,Replaced,Block Atlas clean up and removal
solidWoodFrameGableInvertedSteep,woodShapes:gableInvertedSteep,Alpha.21.0.255,Replaced,Block Atlas clean up and removal
solidWoodFrameGableQuarter,woodShapes:wedgeTipQuarter,Alpha.21.0.255,Replaced,Block Atlas clean up and removal
solidWoodFrameHalf,woodShapes:cubeHalf,Alpha.21.0.255,Replaced,Block Atlas clean up and removal
solidWoodFramePlateOffset,woodShapes:3mTubeCenterStraight,Alpha.21.0.255,Replaced,Block Atlas clean up and removal
solidWoodFrameQuarterCNR,woodShapes:quarterInsideCorner,Alpha.21.0.255,Replaced,Block Atlas clean up and removal
solidWoodFrameQuarterCNR3Way,woodShapes:quarterInsideCorner3way,Alpha.21.0.255,Replaced,Block Atlas clean up and removal
solidWoodFrameQuarterSCtr,woodShapes:quarterCenteredWall,Alpha.21.0.255,Replaced,Block Atlas clean up and removal
solidWoodFrameQuarterTeeSCtr,woodShapes:quarterTeeCentered,Alpha.21.0.255,Replaced,Block Atlas clean up and removal
solidWoodFrameRamp,woodShapes:rampFrame,Alpha.21.0.255,Replaced,Block Atlas clean up and removal
solidWoodFrameStairs25CornerCNR,woodShapes:stairsFilledCorner,Alpha.21.0.255,Replaced,Block Atlas clean up and removal
solidWoodFrameStairs50,woodShapes:stairsFilledQuarterVerticalUV,Alpha.21.0.255,Replaced,Block Atlas clean up and removal
solidWoodFrameWedge,woodShapes:wedge60,Alpha.21.0.255,Replaced,Block Atlas clean up and removal
solidWoodFrameWedgeCNRInsideBottom,woodShapes:wedge60InsideCorner,Alpha.21.0.255,Replaced,Block Atlas clean up and removal
solidWoodFrameWedgeCNRInsideSteepBase,woodShapes:wedgeInsideCornerTop,Alpha.21.0.255,Replaced,Block Atlas clean up and removal
