Key,Source,Context,Max Line Width,English,Francais,German
gunSawedOffPumpShotgun,items,Item Gun,,Sawed-off Shotgun,,
gunSawedOffPumpShotgunDesc,items,Item Gun,,A sawed-off shotgun fires shotgun shells. Can be re-assembled and repaired once you've read the schematic.,,
gunSniperRifle,items,Item Gun,,Sniper Rifle,,
gunSniperRifleDesc,items,Item Gun,,A sniper rifle uses 7.62mm ammo and has a scope for zooming. Can be re-assembled and repaired once you've read the schematic.,,
ironCrossbowBolt,items,Item Gun,,Iron Crossbow Bolt,,
ironCrossbowBoltDesc,items,Item Gun,,An iron crossbow bolt does more damage than the basic wooden crossbow bolt. Hold reload to use alternate ammo.,,
minibikePartsGroupDesc,items,Item Gun,,A part of the minibike. Assemble with other parts and set into a placed chassis once you've read the schematic.,,
parts44Magnum_cylinder,items,Item Gun,,.44 Magnum Cylinder,,
parts44Magnum_frame,items,Item Gun,,.44 Magnum Frame,,
parts44Magnum_grip,items,Item Gun,,.44 Magnum Grip,,
parts44Magnum_parts,items,Item Gun,,.44 Magnum Parts,,
parts44MagnumGroupDesc,items,Item Gun,,A part of the .44 Magnum. Assemble with other parts to create a complete revolver once you've read the Enforcer Magazine.,,
partsAK47_barrel,items,Item Gun,,AK-47 Barrel,,
partsAK47_parts,items,Item Gun,,AK-47 Parts,,
partsAK47_receiver,items,Item Gun,,AK-47 Receiver,,
partsAK47_stock,items,Item Gun,,AK-47 Stock,,
partsAK47GroupDesc,items,Item Gun,,A part of the AK-47 Assault Rifle. Assemble with other parts to create a complete Ak-47 once you've read the schematic.,,
partsHuntingRifle_barrel,items,Item Gun,,Hunting Rifle Barrel,,
partsHuntingRifle_parts,items,Item Gun,,Hunting Rifle Parts,,
partsHuntingRifle_receiver,items,Item Gun,,Hunting Rifle Receiver,,
partsHuntingRifle_stock,items,Item Gun,,Hunting Rifle Stock,,
partsHuntingRifleGroupDesc,items,Item Gun,,A part of the hunting rifle. Assemble with other parts to create a complete hunting rifle once you've read the schematic.,,
partsMP5_barrel,items,Item Gun,,SMG Barrel,,
partsMP5_parts,items,Item Gun,,SMG Parts,,
partsMP5_receiver,items,Item Gun,,SMG Receiver,,
partsMP5_stock,items,Item Gun,,SMG Stock,,
partsMP5GroupDesc,items,Item Gun,,A part of the Submachine Gun. Assemble with other parts to create a complete SMG once you've read the schematic.,,
partsPistol_barrel,items,Item Gun,,Pistol Barrel,,
partsPistol_grip,items,Item Gun,,Pistol Grip,,
partsPistol_parts,items,Item Gun,,Pistol Parts,,
partsPistol_receiver,items,Item Gun,,Pistol Receiver,,
partsPistolGroupDesc,items,Item Gun,,A part of the pistol. Assemble with other parts to create a complete pistol once you've read the pistol book.,,
partsPumpShotgun_barrel,items,Item Gun,,Shotgun Long Barrel,,
partsPumpShotgun_barrelShort,items,Item Gun,,Shotgun Short Barrel,,
partsPumpShotgun_parts,items,Item Gun,,Shotgun Parts,,
partsPumpShotgun_receiver,items,Item Gun,,Shotgun Receiver,,
partsPumpShotgun_stock,items,Item Gun,,Shotgun Stock,,
partsPumpShotgun_stockShort,items,Item Gun,,Shotgun Short Stock,,
partsPumpShotgunGroupDesc,items,Item Gun,,A part of the long-barrel shotgun. Assemble with other parts to create a complete shotgun once you've read the shotgun schematic.,,
partsPumpShotgunShortGroupDesc,items,Item Gun,,A part of the sawed-off shotgun. Assemble with other parts to create a complete shotgun once you've read the schematic.,,
partsRocketLauncher_barrel,items,Item Gun,,Rocket Launcher Barrel,,
partsRocketLauncher_parts,items,Item Gun,,Rocket Launcher Parts,,
partsRocketLauncher_receiver,items,Item Gun,,Rocket Launcher Receiver,,
partsRocketLauncher_stock,items,Item Gun,,Rocket Launcher Stock,,
partsRocketLauncherGroupDesc,items,Item Gun,,A part of the rocket launcher. Assemble with other parts to create a complete rocket launcher once you've read the schematic.,,
partsSniperRifle_barrel,items,Item Gun,,Sniper Rifle Barrel,,
partsSniperRifle_parts,items,Item Gun,,Sniper Rifle Parts,,
partsSniperRifle_receiver,items,Item Gun,,Sniper Rifle Receiver,,
partsSniperRifle_stock,items,Item Gun,,Sniper Rifle Stock,,
partsSniperRifleGroupDesc,items,Item Gun,,A part of the sniper rifle. Assemble with other parts to create a complete sniper rifle once you've read the schematic,,
pipeBomb,items,Item Gun,,Pipe Bomb,,
pipeBombDesc,items,Item Gun,,"Make pipe bombs with gun powder, pipes & plant fibers. Light them with the secondary action & throw them with the primary action.",,
rocket,items,Item Gun,,Rocket,,
rocketCasing,items,Item Gun,,Rocket Casing,,
rocketCasingDesc,items,Item Gun,,A rocket casing is used to make ammo for the rocket launcher.,,
rocketTip,items,Item Gun,,Rocket Tip,,
rocketTipDesc,items,Item Gun,,A rocket tip is used to make ammo for the rocket launcher.,,
shotgunShell,items,Item Gun,,Shotgun Shell,,
shotgunShellDesc,items,Item Gun,,A shotgun shell used for all shotguns. Can be crafted after buying the ammo perk.,,
steelCrossbowBolt,items,Item Gun,,Steel Crossbow Bolt,,
steelCrossbowBoltDesc,items,Item Gun,,A steel crossbow bolt does more damage than the iron crossbow bolt. Hold reload to use alternate ammo.,,
bloodBag,items,Item Medical,,Blood Bag,,
bloodBagDesc,items,Item Medical,,Use blood bags to restore a little health or to craft first aid kits.,,
bloodDrawKit,items,Item Medical,,Blood Draw Kit,,
bloodDrawKitDesc,items,Item Medical,,Use blood draw kits to make blood bags. These are used to craft first aid kits.,,
firstAidKit,items,Item Medical,,First Aid Kit,,
firstAidKitDesc,items,Item Medical,,A first aid kit can stop bleeding and restore a lot of health.,,
splint,items,Item Medical,,Splint,,
splintDesc,items,Item Medical,,Use splints to mend sprained or broken limbs. Splints do not protect against further injury.,,
vitamins,items,Item Medicine,,Vitamins,,
vitaminsDesc,items,Item Medicine,,Vitamins improve your wellness and can cure early stages of dysentery.,,
clubBarbed,items,Item Melee,,Barbed Club,,
clubBarbedDesc,items,item Melee,,A club with barbs. Added chance for bleeding.,,
clubIron,items,Item Melee,,Iron Reinforced Club,,
clubIronDesc,items,Item Melee,,"Like a wooden club, but more durable and does more damage.",,
clubSpiked,items,Item Melee,,Spiked Club,,
clubSpikedDesc,items,Item Melee,,A badass club with sharp spikes. Added chance for bleeding.,,
clubWood,items,Item Melee,,Wooden Club,,
clubWoodDesc,items,Item Melee,,A wooden club. Good for breaking knees and skulls.,,
tazasStoneaxe,items,Item Melee,,Taza's Stone Axe,,
tazasStoneaxeDesc,items,Item Melee,,"Taza's stone axe is a rare, powerful, ancient Indian artifact. The Apache believed those who wielded it were invincible in battle.",,
q_basicSurvival,items,Item Quest Note,,Basic Survival Quest Note,,
q_basicSurvivalDesc,items,Item Quest Note,,A mysterious note from a stranger. I don't know how I got it.,,
auger,items,Item Tool,,Auger,,
augerDesc,items,Item Tool,,Rock out with your auger out and be the envy of every miner when they see you sporting this sexy gas-powered auger.,,
chainsaw,items,Item Tool,,Chainsaw,,
chainsawDesc,items,Item Tool,,Chop down the biggest trees or zombies faster than Paul Bunyan with this great chainsaw that uses gasoline for fuel.,,
clawHammer,items,Item Tool,,Claw Hammer,,
clawHammerDesc,items,Item Tool,,The claw hammer is great for repairing and upgrading base walls and not bad as a weapon.,,
fireaxeIron,items,Item Tool,,Iron Fireaxe,,
fireaxeIronDesc,items,Item Tool,,The fireaxe is good for harvesting wood and has a better chance to dismember than most weapons.,,
fireaxeSteel,items,Item Tool,,Steel Fireaxe,,
fireaxeSteelDesc,items,Item Tool,,The steel fireaxe has a durable blade and is great for harvesting wood. It has a better chance to dismember than most weapons.,,
hoeIron,items,Item Tool,,Iron Garden Hoe,,
hoeIronDesc,items,Item Tool,,The iron gardening hoe is great tool for turning poor soil into fertile soil for planting crops.,,
hoeSteel,items,Item Tool,,Steel Garden Hoe,,
hoeSteelDesc,items,Item Tool,,The steel garden hoe is the best tool for turning poor soil into fertile soil for planting crops.,,
nailgun,items,Item Tool,,Nailgun,,
nailgunDesc,items,Item Tool,,The nail gun is the best tool for repairing and upgrading base walls and not a bad weapon to boot if you have nails.,,
partsAuger_blade,items,Item Tool,,Auger Blade,,
partsAuger_bladeDesc,items,Item Tool,,A part of a an auger. Assemble with other parts to create a complete auger once you've read the schematic.,,
partsAuger_parts,items,Item Tool,,Auger Parts,,
partsAuger_partsDesc,items,Item Tool,,A part of a an auger. Assemble with other parts to create a complete auger once you've read the schematic.,,
partsChainsaw_blade,items,Item Tool,,Chainsaw Blade,,
partsChainsaw_bladeDesc,items,Item Tool,,A part of a chainsaw. Assemble with other parts to create a complete chainsaw once you've read the schematic.,,
partsChainsaw_parts,items,Item Tool,,Chainsaw Parts,,
partsChainsaw_partsDesc,items,Item Tool,,A part of a chainsaw. Assemble with other parts to create a complete chainsaw once you've read the chainsaw schematic.,,
partsHandlebars,items,Item Tool,,Handlebars,,
partsHandlebarsDesc,items,Item Tool,,A common part for a chainsaw or auger. Assemble with other parts to create a complete tool once you've read the right schematic.,,
pickaxeIron,items,Item Tool,,Iron Pickaxe,,
pickaxeIronDesc,items,Item Tool,,The iron pickaxe is great for breaking stone and harvesting minerals.,,
pickaxeSteel,items,Item Tool,,Steel Pickaxe,,
pickaxeSteelDesc,items,Item Tool,,The steel pickaxe is best for breaking stone and harvesting minerals.,,
shovelIron,items,Item Tool,,Iron Shovel,,
shovelIronDesc,items,Item Tool,,"The iron shovel is great for digging through earth, sand or snow.",,
shovelSteel,items,Item Tool,,Steel Shovel,,
shovelSteelDesc,items,Item Tool,,"The steel shovel is very durable and the ideal tool for digging through earth, sand or snow.",,
sledgehammer,items,Item Tool,,Iron Sledgehammer,,
sledgehammerDesc,items,Item Tool,,The sledgehammer is one of the best weapons for cracking skulls with a better chance to score a critical blow.,,
smallEngine,items,Item Tool,,Small Engine,,
smallEngineDesc,items,Item Tool,,"A common part for a chainsaw, auger or minibike. Can be used to make these items once you've read the schematic.",,
stoneAxe,items,Item Tool,,Stone Axe,,
stoneAxeDesc,items,Item Tool,,"A primitive tool useful for cutting wood, mining stone, repairing & upgrading walls, doors & windows. Not the best weapon.",,
stoneShovel,items,Item Tool,,Stone Shovel,,
stoneShovelDesc,items,Item Tool,,"The stone shovel is a primitive tool useful for digging dirt, sand or snow.",,
wrench,items,Item Tool,,Wrench,,
wrenchDesc,items,Item Tool,,"Great for disassembling mechanical devices like cars, air conditioners and more. Can also be used to repair and upgrade walls.",,
qt_claude,items,Treasure Map ,,Claude's Treasure Map,,
qt_desc,items,Treasure Map ,,A ragged old treasure map I found with some scribbling on it.,,
qt_jennifer,items,Treasure Map ,,Jennifer's Treasure Map,,
qt_nickole,items,Treasure Map ,,Nickole's Treasure Map,,
qt_raphael,items,Treasure Map ,,Raphael's Treasure Map,,
qt_sarah,items,Treasure Map ,,Sarah's Treasure Map,,
qt_stephan,items,Treasure Map ,,Stephan's Treasure Map,,
qt_taylor,items,Treasure Map ,,Taylor's Treasure Map,,
qc_copanattitude,items,Zombie Challenge Note,,Cop an Attitude Challenge,,
qc_dogdaysareover,items,Zombie Challenge Note,,The Dog Days Are Over Challenge,,
qc_drunkanddisorderly,items,Zombie Challenge Note,,Drunk and Disorderly Challenge,,
qc_imalumberjackandimokay,items,Zombie Challenge Note,,I'm a Lumberjack & I'm Okay Challenge,,
qc_itsbitsyspider,items,Zombie Challenge Note,,Itsy Bitsy Spider Challenge,,
qc_ladykiller,items,Zombie Challenge Note,,Lady Killer Challenge,,
qc_maneater,items,Zombie Challenge Note,,Man Eater Challenge,,
qc_nurseyoubacktohealth,items,Zombie Challenge Note,,Nurse You Back To Health Challenge,,
qc_silenceofthelambs,items,Zombie Challenge Note,,Silence of the Lambs,,
qc_yournothingspecial,items,Zombie Challenge Note,,You're Nothing Special,,
qc_ZombieGroupDesc,items,Zombie Challenge Note,,A strange note I found while looting. It's from the Crazy Jake Clan.,,
10mmRoundCrafting,progression,Skill,,10mm Round Crafting,,
10mmRoundCraftingDesc,progression,Skill,,Learn to craft 10mm rounds.,,
44MagnumRoundCrafting,progression,Skill,,.44 Magnum Round Crafting,,
44MagnumRoundCraftingDesc,progression,Skill,,Learn to craft .44 magnum rounds.,,
762mmRoundCrafting,progression,Skill,,7.62mm Round Crafting,,
762mmRoundCraftingDesc,progression,Skill,,Learn to craft 7.62mm rounds.,,
9mmRoundCrafting,progression,Skill,,9mm Round Crafting,,
9mmRoundCraftingDesc,progression,Skill,,Learn to craft 9mm rounds.,,
archery,progression,Skill,,Archery,,
archeryDesc,progression,Skill,,Do more damage with bows and crossbows. Gain skill by using items from this group.,,
armorer,progression,Skill,,Armor Smithing,,
armorerDesc,progression,Skill,,Craft heavy armor faster and at better quality while repairing it more efficiently. Gain skill by crafting and repairing these items.,,
athletics,progression,Skill,,Athletics,,
athleticsDesc,progression,Skill,,Stamina drains slower as you gain Athletics skill. Increase this skill by running and punching.,,
bladeWeapons,progression,Skill,,Blade Weapons,,
bladeWeaponsDesc,progression,Skill,,Do more damage with bladed weapons and harvest faster if applicable. Gain skill by using items from this group.,,
bluntWeapons,progression,Skill,,Blunt Weapons,,
bluntWeaponsDesc,progression,Skill,,Do more damage with blunt weapons. Gain skill by using items from this group.,,
constructionTools,progression,Skill,,Construction Tools,,
constructionToolsDesc,progression,Skill,,"Do more damage and harvest faster with construction tools including the stone axe, wrench, hammer and the nailgun. Gain skill by using items from this group.",,
decapitator,progression,Skill,,The Decapitator,,
fastEddie,progression,Skill,,Fast Eddie,,
fastEddieDesc,progression,Skill,,Loot 25% faster with each rank of this perk!,,
gunSmithing,progression,Skill,,Gun Smithing,,
gunSmithingDesc,progression,Skill,,Decrease repair penalties and get more from repair kits. Reduce ammunition crafting time. Gain skill by crafting and repairing items from this group.,,
healthNut,progression,Skill,,Health Nut,,
healthNutDesc,progression,Skill,,Raises your minimum and maximum wellness by 10 points per rank.,,
heavyArmor,progression,Skill,,Heavy Armor,,
heavyArmorDesc,progression,Skill,,"Receive less damage while wearing scrap, iron or military armor. Gain skill by taking damage while wearing items from this group.",,
knifeGuy,progression,Skill,,Knife Guy,,
knifeGuyDesc,progression,Skill,,He's a real knife guy. Do more damage with blades and keep stabbing for longer with each rank.,,
leatherworking,progression,Skill,,Leatherworking,,
leatherworkingDesc,progression,Skill,,Craft hide or leather clothing faster and at better quality. Decrease repair penalties and use fewer repair items. Gain skill by crafting and repairing items from this group.,,
lightArmor,progression,Skill,,Light Armor,,
lightArmorDesc,progression,Skill,,Receive less damage while wearing hide or leather clothing. Gain skill by taking damage while wearing items from this group.,,
medicine,progression,Skill,,Medicine,,
medicineDesc,progression,Skill,,Get more health from topical and consumable remedies. Gain skill by using items from this group.,,
miner69er,progression,Skill,,Miner 69er,,
miner69erDesc,progression,Skill,,Do 20% more block damage with mining tools and use 10% less stamina per swing per rank.,,
miningTools,progression,Skill,,Mining Tools,,
miningToolsDesc,progression,Skill,,Do more damage with mining tools and harvest resources faster. Gain skill by using items from this group.,,
miscCrafting,progression,Skill,,Misc Crafting,,
miscCraftingDesc,progression,Skill,,Craft anything from the Misc Crafting group faster. Gain skill by crafting and repairing items from this group.,,
pistols,progression,Skill,,Pistols,,
pistolsDesc,progression,Skill,,Do more damage with handguns. Gain skill by using items from this group.,,
pummelPete,progression,Skill,,Pummel Pete,,
pummelPeteDesc,progression,Skill,,Blunt instruments do more damage and swinging is easier with a better technique.,,
qualityJoe,progression,Skill,,Quality Joe,,
qualityJoeDesc,progression,Skill,,"Adds 25, 50 or 100 quality points to found items. This perk can only be purchased.",,
quickerCrafting,progression,Skill,,Quicker Crafting,,
quickerCraftingDesc,progression,Skill,,Reduces how long it takes to craft things by 10% for each rank.,,
rifles,progression,Skill,,Rifles,,
riflesDesc,progression,Skill,,Do more damage with rifles and assault rifles. Gain skill by using items from this group.,,
runForestRun,progression,Skill,,Run Forest Run,,
runForestRunDesc,progression,Skill,,Running uses 10% less stamina per rank.,,
scavenging,progression,Skill,,Scavenging,,
scavengingDesc,progression,Skill,,Be the scrounge master and get faster at looting and gain a higher % chance for better loot. Gain skill by opening untouched loot containers.,,
science,progression,Skill,,Science,,
scienceDesc,progression,Skill,,"Craft medical, chemical, mechanical and trap items faster and at better quality if applicable. Gain skill by crafting and repairing items from this group.",,
shotguns,progression,Skill,,Shotguns,,
shotgunsDesc,progression,Skill,,Do more damage with spread weapons. Gain skill by using items from this group.,,
shotgunShellCrafting,progression,Skill,,Shotgun Shell Crafting,,
shotgunShellCraftingDesc,progression,Skill,,Learn to craft shotgun shells.,,
steelSmithing,progression,Skill,,Steel Smithing,,
steelSmithingDesc,progression,Skill,,"Unlocks Steel smithing. Expand the forge to create steel ingots, steel tools, vault doors and more.",,
tailoring,progression,Skill,,Tailoring,,
tailoringDesc,progression,Skill,,Craft plant fiber or cloth clothing faster and at better quality. Decrease repair penalties and get more from repair kits. Gain skill by crafting and repairing items from this group.,,
theCamel,progression,Skill,,The Camel,,
theCamelDesc,progression,Skill,,Slows your thirst so you don't have to drink as much.,,
theDecapitatorDesc,progression,Skill,,"Increases chance to dismember or decapitate a zombie with each rank, using a bladed weapon.",,
theFixer,progression,Skill,,The Fixer,,
theFixerDesc,progression,Skill,,"Reduces repair time, how much repair materials are used, and amount of durability lost with each rank.",,
theSurvivor,progression,Skill,,The Survivor,,
theSurvivorDesc,progression,Skill,,Slows your metabolism so you don't need to eat as often. Gain more wellness from everything you do!,,
toolSmithing,progression,Skill,,Tool Smithing,,
toolSmithingDesc,progression,Skill,,Craft handheld and motorized tools faster and at better quality. Decrease repair penalties and get more from repair kits. Gain skill by crafting and repairing items from this group.,,
treasureHunter,progression,Skill,,Treasure Hunter,,
treasureHunterDesc,progression,Skill,,Arrrgh Mateys! Improve your compass treasure tracking and get better at finding treasure.,,
weaponSmithing,progression,Skill,,Weapon Smithing,,
weaponSmithingDesc,progression,Skill,,"Craft bows, crossbows, their ammo and handheld melee weapons faster and with higher quality. Lower repair penalties and get more from repair kits. Gain skill by crafting and repairing items from this group.",,
betterLeadThanDead,progression,Perk,,Better Lead Than Dead,,
betterLeadThanDeadDesc,progression,Perk,,This is my rifle. There are many like it but this one does more damage with every rank.,,
boomStick,progression,Perk,,Boom Stick,,
boomStickDesc,progression,Perk,,Your aim may be so-so but you do more damage with every rank.,,
concreteMixing,progression,Perk,,Concrete Mixing,,
concreteMixingDesc,progression,Perk,,Unlocks the ability to make concrete and the cement mixer.,,
deadShot,progression,Perk,,Dead Shot,,
deadShotDesc,progression,Perk,,Shoot them dead with style!  Increase your pistol's chance to blow off heads and limbs with every rank.,,
sexualTyranosaurus,progression,Perk,,Sexual Tyrannosaurus,,
sexualTyranosaurusDesc,progression,Perk,,You have the stamina of this ancient beast! Regain stamina faster with every rank.,,
splatterGun,progression,Perk,,Splatter Gun,,
splatterGunDesc,progression,Perk,,Advanced interior decoration. Increase your shotgun's chance to blow off heads and limbs with every rank.,,
theOutlaw,progression,Perk,,The Outlaw,,
theOutlawDesc,progression,Perk,,You broke the laws of logic. Your pistol does more damage with every rank.,,
blockCantPlaced,UI,HUD,,Not possible to place here.,,
diedGameMessage,UI,HUD,,[A0]{0} died,,
joinGameMessage,UI,HUD,,[A0]{0} joined the game,,
killedGameMessage,UI,HUD,,[A0]{0} eliminated {1},,
leaveGameMessage,UI,HUD,,[A0]{0} left the game,,
noSecureDoorAccess,UI,HUD,,No Access,,
pickupCrops,UI,HUD,,Press <{{0}}> to pick up {0} {1},,
pickupPrompt,UI,HUD,,Press <{{0}}> to pick up {0},,
sleepingBagOwnership,UI,HUD,,{0} is owned by {1},,
sleepingBagPlayerUnknown,UI,HUD,,an unknown player,,
sneakDamageBonus,UI,HUD,,- Sneak Damage Bonus (2x) -,,
stealthHunted,UI,HUD,,Hunted,,
stealthSensed,UI,HUD,,Sensed,,
stealthUndetected,UI,HUD,,Undetected,,
stunnedDamageBonus,UI,HUD,,- Stunned Damage Bonus ({0}x) -,,
useCampfire,UI,HUD,,Press <{0}> to use,,
useForge,UI,HUD,,Press <{0}> to use,,
useSecureDoor,UI,HUD,,Press <{0}> to open,,
useWorkstation,UI,HUD,,Press <{0}> to use,,
lblContextActionAssemble,UI,Item Context Menu,,Assemble,,
lblContextActionAttach,UI,Item Context Menu,,Attach,,
lblContextActionBurn,UI,Item Context Menu,,Burn,,
lblContextActionBuy,UI,Item Context Menu,,Buy,,
lblContextActionCompare,UI,Item Context Menu,,Compare,,
lblContextActionComplete,UI,Item Context Menu,,Complete,,
lblContextActionCook,UI,Item Context Menu,,Cook,,
lblContextActionCraft,UI,Item Context Menu,,Craft,,
lblContextActionDrink,UI,Item Context Menu,,Drink,,
lblContextActionDrop,UI,Item Context Menu,,Drop,,
lblContextActionEat,UI,Item Context Menu,,Eat,,
lblContextActionEquip,UI,Item Context Menu,,Equip,,
lblContextActionExamine,UI,Item Context Menu,,Examine,,
lblContextActionFavorite,UI,Item Context Menu,,Favorite,,
lblContextActionHeal,UI,Item Context Menu,,Use,,
lblContextActionLoad,UI,Item Context Menu,,Load,,
lblContextActionRead,UI,Item Context Menu,,Read,,
lblContextActionRecipes,UI,Item Context Menu,,Recipes,,
lblContextActionRepair,UI,Item Context Menu,,Repair,,
lblContextActionScrap,UI,Item Context Menu,,Scrap,,
lblContextActionSmelt,UI,Item Context Menu,,Smelt,,
lblContextActionSplit,UI,Item Context Menu,,Split,,
lblContextActionStore,UI,Item Context Menu,,Store,,
lblContextActionTake,UI,Item Context Menu,,Take,,
lblContextActionWear,UI,Item Context Menu,,Wear,,
lblContextCraftAmmoWeapons,UI,Item Context Menu,,Ammo/Weapons,,
lblContextCraftBasics,UI,Item Context Menu,,Basics,,
lblContextCraftBrowse,UI,Item Context Menu,,Browse,,
lblContextCraftBuilding,UI,Item Context Menu,,Building,,
lblContextCraftClothing,UI,Item Context Menu,,Clothing,,
lblContextCraftCount,UI,Item Context Menu,,Count,,
lblContextCraftFoodCooking,UI,Item Context Menu,,Food/Cooking,,
lblContextCraftForgingMolds,UI,Item Context Menu,,Forging/Molds,,
lblContextCraftFurnitureDecor,UI,Item Context Menu,,Furniture/Decor,,
lblContextCraftMedicine,UI,Item Context Menu,,Medicine,,
lblContextCraftMiscellaneous,UI,Item Context Menu,,Miscellaneous,,
lblContextCraftResources,UI,Item Context Menu,,Resources,,
lblContextCraftToolsTraps,UI,Item Context Menu,,Tools/Traps,,
lblContextHeaderCategories,UI,Item Context Menu,,Categories,,
lblContextHeaderItemDetails,UI,Item Context Menu,,Item Details,,
lblAttributeAccuracy,UI,Item Info,,Accuracy,,
lblAttributeBatteryDischargeTimeInMinutes,UI,Item Info,,Discharge Time (Minutes),,
lblAttributeBatteryMaxLoadInVolts,UI,Item Info,,Max Load (Volts),,
lblAttributeBlockDamage,UI,Item Info,,Block Damage,,
lblAttributeBluntProtection,UI,Item Info,,Blunt Defense,,
lblAttributeBulletProtection,UI,Item Info,,Bullet Defense,,
lblAttributeConcussiveProtection,UI,Item Info,,Concussive,,
lblAttributeDamageText,UI,Item Info,,damage,,
lblAttributeDegradationMax,UI,Item Info,,Max Degradation,,
lblAttributeDegradationMin,UI,Item Info,,Min Degradation,,
lblAttributeDegradationRate,UI,Item Info,,Degradation Rate,,
lblAttributeDegradationText,UI,Item Info,,xxx,,
lblAttributeDismembermentBaseChance,UI,Item Info,,Sever Chance,,
lblAttributeDismembermentBonus,UI,Item Info,,Sever Bonus,,
lblAttributeEntityDamage,UI,Item Info,,Entity Damage,,
lblAttributeExplosiveProtection,UI,Item Info,,Explosive,,
lblAttributeFalloffRange,UI,Item Info,,Range,,
lblAttributeFalloffRangeText,UI,Item Info,,m,,
lblAttributeFireProtection,UI,Item Info,,Fire,,
lblAttributeGainFood,UI,Item Info,,Gain Fullness,,
lblAttributeGainGas,UI,Item Info,,Gain Gas,,
lblAttributeGainHealth,UI,Item Info,,Gain Health,,
lblAttributeGainSickness,UI,Item Info,,Gain Sickness,,
lblAttributeGainStamina,UI,Item Info,,Gain Stamina,,
lblAttributeGainWater,UI,Item Info,,Gain Water,,
lblAttributeGainWellness,UI,Item Info,,Gain Wellness,,
lblAttributeInsulation,UI,Item Info,,Insulation,,
lblAttributeLightIntensity,UI,Item Info,,Light Intensity,,
lblAttributeMeleeProtection,UI,Item Info,,Melee,,
lblAttributePunctureProtection,UI,Item Info,,Puncture,,
lblAttributeRadiationProtection,UI,Item Info,,Radiation,,
lblAttributesTitle,UI,Item Info,,\n[00ff00]ATTRIBUTES:[-]\n,,
lblAttributeVehicleAcceleration,UI,Item Info,,Acceleration,,
lblAttributeVehicleBraking,UI,Item Info,,Braking,,
lblAttributeVehicleDamagePassedToPlayer,UI,Item Info,,Damage Passed To Player,,
lblAttributeVehicleDrag,UI,Item Info,,Drag,,
lblAttributeVehicleIdleSecondsPerLiter,UI,Item Info,,Idle Seconds Per Liter,,
lblAttributeVehicleMaxSpeed,UI,Item Info,,Max Speed,,
lblAttributeVehicleMaxSteeringAngle,UI,Item Info,,Max Steering Angle,,
lblAttributeVehicleMetersPerLiter,UI,Item Info,,Meters Per Liter,,
lblAttributeVehicleNoise,UI,Item Info,,Noise Amount,,
lblAttributeVehiclePlayerStaminaDrainRate,UI,Item Info,,Player Stamina Drain Rate,,
lblAttributeVehicleStartChance,UI,Item Info,,Start Chance,,
lblAttributeVehicleStartDelayInSeconds,UI,Item Info,,Start Delay,,
lblAttributeVehicleSteering,UI,Item Info,,Steering Speed,,
lblAttributeVehicleTankSize,UI,Item Info,,Tank Size,,
lblAttributeVehicleTraction,UI,Item Info,,Traction,,
lblAttributeWaterproof,UI,Item Info,,Waterproof,,
lblAttributeWaterProtection,UI,Item Info,,Water Resistance,,
lblBagSmllRng,UI,Item Info,,Bag Smell Range,,
lblBagSmllStr,UI,Item Info,,Bag Smell Str.,,
lblBeltSmllRng,UI,Item Info,,Belt Smell Range,,
lblBeltSmllStr,UI,Item Info,,Belt Smell Str.,,
lblBlkDmg,UI,Item Info,,Block Damage,,
lblBlkRpr,UI,Item Info,,Block Repair,,
lblBookDesc,UI,Item Info,,Description,,
lblBookTitle,UI,Item Info,,Title,,
lblBrnTime,UI,Item Info,,Burn Time,,
lblCraftingExpertise,UI,Item Info,,Crafting Expertise,,
lblDurability,UI,Item Info,,Durability,,
lblEffect,UI,Item Info,,Effect,,
lblEffectChance,UI,Item Info,,Effect Chance,,
lblEffectDescription,UI,Item Info,,Effect Description,,
lblEntDmg,UI,Item Info,,Entity Damage,,
lblExpertise,UI,Item Info,,Expertise,,
lblForgeMat,UI,Item Info,,Forge Material,,
lblForgeWeight,UI,Item Info,,Forge Weight,,
lblFullness,UI,Item Info,,Fullness,,
lblGassiness,UI,Item Info,,Gassiness,,
lblGearSlot,UI,Item Info,,Gear Slot,,
lblGroup,UI,Item Info,,Group(s),,
lblHardness,UI,Item Info,,Hardness,,
lblHealth,UI,Item Info,,Health,,
lblHydration,UI,Item Info,,Hydration,,
lblMass,UI,Item Info,,Mass,,
lblMaxLoad,UI,Item Info,,Max Load,,
lblProtection,UI,Item Info,,Protection,,
lblQuality,UI,Item Info,,Quality,,
lblQualityAverage,UI,Item Info,,Good {0},,
lblQualityBroken,UI,Item Info,,Broken {0},,
lblQualityDamaged,UI,Item Info,,Faulty {0},,
lblQualityFlawless,UI,Item Info,,Great {0},,
lblQualityGreat,UI,Item Info,,Fine {0},,
lblQualityLegendary,UI,Item Info,,Flawless {0},,
lblQualityPoor,UI,Item Info,,Poor {0},,
lblRepairAmount,UI,Item Info,,Repair Amount,,
lblRepairItem,UI,Item Info,,Repair:,,
lblRepairItems,UI,Item Info,,Repair items:\n,,
lblRmvEffect,UI,Item Info,,Removes,,
lblStamina,UI,Item Info,,Stamina,,
lblWellness,UI,Item Info,,Wellness,,
backpackDropped,UI,Menu,,Dropped Backpack,,
breakdownWeapon,UI,Menu,,Breakdown Item,,
btnApply,UI,Menu,,Apply,,
